time,open,high,low,close,vwap,volume,count,rsi,ema20,ema50,ema_diff,return,volatility,future_close,target
2025-02-26 00:00:00,137.21,137.5,134.73,134.74,135.58,2441.52814733,361,45.58795016642906,135.93652653161325,140.946266667519,-0.0355436171127777,-0.0164963503649634,2.0711577546003848,135.86,1
2025-02-26 01:00:00,134.83,136.36,134.83,135.86,135.46,86.96012911,105,48.10009540213765,135.91763018320174,140.51273763091586,-0.0327024263080267,0.0083123051803473,1.5359050896604198,136.31,1
2025-02-26 02:00:00,135.79,136.77,134.95,136.31,135.68,145.30685062,124,49.08354568878574,135.95499873718254,140.3479243904878,-0.0313002537970059,0.0033122331812158,1.5261512958347587,136.62,1
2025-02-26 03:00:00,136.49,138.06,135.78,136.62,137.15,613.82124997,125,49.78940008749497,136.0183321907842,140.20173127713534,-0.0298384267315633,0.0022742278629594,1.4997481270015864,135.76,0
2025-02-26 04:00:00,136.36,137.56,135.64,135.76,136.79,230.36108912,146,47.809283996469,135.99372912499524,140.0275457368555,-0.0288073078095701,-0.0062948323817889,1.230746837403239,134.58,0
2025-02-26 05:00:00,135.65,136.39,134.58,134.58,135.66,2773.06886827,324,45.15568996614925,135.85908825594808,139.81391649227294,-0.0282863704525681,-0.0086918090748377,1.3146423256706787,135.66,1
2025-02-26 06:00:00,134.58,135.73,134.3,135.66,135.2,681.39904643,271,48.00046627659595,135.8401274696673,139.65101780630144,-0.0272886685431818,0.0080249665626392,1.2955689440895424,133.6,0
2025-02-26 07:00:00,135.66,135.77,132.99,133.6,134.09,2415.86846945,537,43.37857259672701,135.62678199636565,139.41372299036806,-0.0271633302143723,-0.0151850213769718,1.2477005516818405,133.59,0
2025-02-26 08:00:00,133.6,134.15,132.5,133.59,133.21,1218.99357018,464,43.35674787792512,135.43280275861653,139.18534169662814,-0.0269607337401286,-7.48502994011302e-05,1.1972913875357307,135.25,1
2025-02-26 09:00:00,133.63,135.35,133.36,135.25,134.1,3008.54657892,575,48.030984173822524,135.41539297208163,139.0310145712702,-0.0260058635861792,0.0124260797963919,1.0519722218557632,134.22,0
2025-02-26 10:00:00,135.24,135.25,133.69,134.22,134.16,980.53924806,423,45.52090625582432,135.3015460223596,138.84234733318115,-0.0255023152433794,-0.0076155268022181,1.08926325764025,131.73,0
2025-02-26 11:00:00,134.18,134.18,131.64,131.73,132.67,2718.43167898,510,40.069302237296334,134.96139878213486,138.56343175148777,-0.025995552533753,-0.0185516316495306,1.4953171347021996,130.76,0
2025-02-26 12:00:00,131.67,132.12,130.02,130.76,131.11,3035.98843753,599,38.15243205638267,134.56126556478867,138.25741482005688,-0.026733822992993,-0.0073635466484476,1.8357623302960733,129.95,0
2025-02-26 13:00:00,130.64,131.05,129.69,129.95,130.36,2324.30316614,489,36.578782109983045,134.12209741576115,137.93163384672133,-0.0276190191090867,-0.0061945549097583,2.0488641839920154,131.8,1
2025-02-26 14:00:00,130.08,131.81,128.41,131.8,129.92,4498.16656974,596,42.56072253943347,133.88004595635545,136.97654168054336,-0.0226060293696826,0.0142362447095039,1.9457657732740952,132.33,1
